FREQ,S11
1.904999971,-7.394348008
1.919999957,-7.253127511
1.934999943,-7.107118294
1.950000048,-6.957993416
1.965000033,-6.807265951
1.980000019,-6.656270618
1.995000005,-6.506159372
2.00999999,-6.357903792
2.025000095,-6.212296934
2.039999962,-6.069963168
2.055000067,-5.931379102
2.069999933,-5.796880291
2.085000038,-5.666686139
2.099999905,-5.540921419
2.11500001,-5.419635778
2.130000114,-5.302832012
2.144999981,-5.190475657
2.160000086,-5.082531463
2.174999952,-4.978968425
2.190000057,-4.879781646
2.204999924,-4.785004675
2.220000029,-4.694720447
2.234999895,-4.609061039
2.25,-4.528217199
2.265000105,-4.452437468
2.279999971,-4.382017204
2.295000076,-4.317300299
2.309999943,-4.258668062
2.325000048,-4.206527097
2.339999914,-4.161300019
2.355000019,-4.123415821
2.369999886,-4.093297189
2.38499999,-4.071349719
2.400000095,-4.057957448
2.414999962,-4.053462655
2.430000067,-4.058169791
2.444999933,-4.07233368
2.460000038,-4.096153613
2.474999905,-4.129768611
2.49000001,-4.173254211
2.505000114,-4.226623593
2.519999981,-4.289822144
2.535000086,-4.362719964
2.549999952,-4.445125256
2.565000057,-4.536779714
2.579999924,-4.637357845
2.595000029,-4.746476565
2.609999895,-4.863702775
2.625,-4.98855646
2.640000105,-5.120526275
2.654999971,-5.259079507
2.670000076,-5.40367885
2.684999943,-5.553797627
2.700000048,-5.708931416
2.714999914,-5.868622757
2.730000019,-6.032471046
2.744999886,-6.200149021
2.75999999,-6.371406651
2.775000095,-6.546081506
2.789999962,-6.724096538
2.805000067,-6.905451856
2.819999933,-7.090215779
2.835000038,-7.278497584
2.849999905,-7.470432618
2.86500001,-7.666139624
2.880000114,-7.865695385
2.894999981,-8.069086299
2.910000086,-8.276173908
2.924999952,-8.486655178
2.940000057,-8.700021044
2.954999924,-8.915524551
2.970000029,-9.132158295
2.984999895,-9.348637453
3,-9.563410617
3.015000105,-9.774673753
3.029999971,-9.980432596
3.045000076,-10.17856332
3.059999943,-10.36692315
3.075000048,-10.54347097
3.089999914,-10.70640298
3.105000019,-10.85428913
3.119999886,-10.98620048
3.13499999,-11.10178895
3.150000095,-11.20134684
3.164999962,-11.28579242
3.180000067,-11.35661714
3.194999933,-11.41578084
